texto de referencia,Lugar de vivienda (codigo tienda/casa de Jean P.),Lugar de trabajo (codigo tienda/casa de Jean P.),nom privilégié,Prénom privilégié,Variante n°1 du Nom,Variante n°1 du Prénom,Variante n°2 du Nom,Variante nº du Nom,Variante n°2 du Prénom,Titulo,variante n°1 del Titulo,variante n°2 del Titulo,Métier / occupation,variante n°1 del Métier / occupation,variante n°2 del Métier / occupation,ultima religion conocida,fecha cuando se firma el contrato,Citation (sources) - copiar pegar ref abajo de la pagina,Lugar de trabajo (zona/barrio - siglos 13-14-15),Lugar de trabajo (nombre de calle - siglos 13-14-15),Lugar de trabajo (nota - indicaciones localizacion - siglos 13-14-15),Lugar de trabajo (nombre de tienda/casa - siglos 13-14-15),Lugar de trabajo (direccion exacta actual),Lugar de vivienda (zona/barrio - siglos 13-14-15),Lugar de vivienda (nombre de calle - siglos 13-14-15),Lugar de vivienda (nota - indicaciones localizacion - siglos 13-14-15),Lugar de vivienda (nombre tienda/casa - siglos 13-14-15),Lugar de vivienda (direccion exacta actual)
T21-ESTANTALES -OLIVA,CH_AB_03,CH_AB_03,Alfonso,Cristobal,,,,,,,,,escribano público,,,,13/12/1482,"Le 13/12/1482, Francisca Rodríguez a fait abandon de la maison, que le chapitre a baillé le même jour à Cristobal Alfonso, escribano público",Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Estantales, calle de los. Calle del Locum. N°1",,,,,
T21-ESTANTALES -OLIVA,CH_AB_03,CH_AB_03,Alfonso,Cristobal,,,,,,,,,escribano público,,,,16/12/1485,"Le 16/12/1485, Cristobal Alfonso, escribano público à Tolède, déclare qu'entre lui et ses frères héritiers de Fernand Alvarez, pedrero, et Catalina Alvarez, sa première femme dans le partage des biens des deux défunts, il a reçu le cuerpo principal d'une maison (sans les alholíes qui sont libres de charge) où demeurait son père, ledit Fernand Alvarez",Colación de San Lorenzo,Estantales/ Tripería Vieja,"située à la colación de S. Lorence, jouxtant une maison de Sancho de Soto (…) et une maison de la confrérie de Santiago del Arrabal, et la rue royale",,"Estantales, calle de los. Calle del Locum. N°1",,,,,
T21-ESTANTALES -OLIVA,CH_AB_03,CH_AB_03,Alvarez,Per,,,,,,,,,,,,,16/12/1485,"le corral de la maison adjugé à Per Alvarez, fils de Fernand Alvarez",,Estantales/ Tripería Vieja,,,"Estantales, calle de los. Calle del Locum. N°1",,,,,
T21-ESTANTALES -OLIVA,CH_AB_03,CH_AB_03,,Alfonso,,,,,,,,,,,,,16/12/1485,"une maison libre de charge qui appartenait aussi à Fernand Alvarez et a été attribuée à Alfonso, autre fils de Fernand Alvarez",,Estantales/ Tripería Vieja,,,"Estantales, calle de los. Calle del Locum. N°1",,,,,
T21-ESTANTALES -OLIVA,CH_AB_03,CH_AB_03,de Vargas,María,,,,,,,,,,,,,8/11/1486,"Le 8/11/1486, le chapitre baille la maison située aux Estantales, que tenait Cristobal Alfonso, à María de Vargas, veuve de ce Cristobal Alfonso (…) avec la caution de Miguel Sánchez Montesino, escribano público à Tolède",,Estantales/ Tripería Vieja,aux Estantales,,"Estantales, calle de los. Calle del Locum. N°1",,,,,
T21-ESTANTALES -OLIVA,CH_AB_03,CH_AB_03,de la Cava,Alfonso,,,,,,,,,escribano,,,,7/10/1489,"Le 7/10/1489, María de Vargas a fait abandon de la maison, que le chapitre a baillé le même jour à Alfonso de la Cava, escribano, pour sa vie, aux conditions auxquelles la tenait María de Vargas, avec la caution de Diego de Fuensalida, son beau-père",,Estantales/ Tripería Vieja,aux Estantales,,"Estantales, calle de los. Calle del Locum. N°1",,,,,
T21-ESTANTALES -OLIVA,CH_AB_03,CH_AB_03,de la Cava,Alfonso,del Alacava,,,,,,,,escribano,,,,1491,"En 1491, une maison jouxtant la précédente (CH_AB_02), que tenait auparavant Cristobal de Vargas, est maintenant tenue par Alfonso de la Cava",,Estantales/ Tripería Vieja,et jouxte de chaque côté des maisons de l'Église,,"Estantales, calle de los. Calle del Locum. N°1",,,,,
T21-ESTANTALES -OLIVA,CH_AB_03,CH_AB_03,de la Cava,Alfonso,del Alacava,,,,,,,,escribano,,,,10/11/1492,"Le 10/11/1492, Alfonso del Alacava, escribano, a donné la caution de son frère, Pedro del Alacava, platero",,Estantales/ Tripería Vieja,,,"Estantales, calle de los. Calle del Locum. N°1",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,Juan,Domingo,,,,,,,,,carnicero,,,,15/08/1371,"En  1372, Domingo Juan, carnicero, tient une maison, depuis le 15/08/1371",Colación de San Yuste*,Estantales/ Tripería Vieja,"CH_AB_04, entre CH_AB_02 et CH_AB_03, à la Calle de los Estantales, ou à la Tripería Vieja",,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,Martínez,Marcos,,,,,,,,,,,,,13/07/1375,"Le 13/07/1375, le chapitre baille à Marcos Martínez, et María Fernández, sa femme, demeurant à Cal de Francos, une maison (…) avec la caution de Martín Fernández, el mozo, correero.",Colación de San Yuste*,Estantales/ Tripería Vieja,"une maison située près des Estantales, jouxtant de chaque côté des maisons du chapitre",,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,Fernández,María,,,,,,,,,,,,,13/07/1375,"Le 13/07/1375, le chapitre baille à Marcos Martínez, et María Fernández, sa femme, demeurant à Cal de Francos, une maison (…) avec la caution de Martín Fernández, el mozo, correero.",Colación de San Yuste*,Estantales/ Tripería Vieja,"une maison située près des Estantales, jouxtant de chaque côté des maisons du chapitre",,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,Martínez,Marcos,,,,,,,,,,,,,1380,"En 1380, Marcos Martínez et María Fernández, sa femme, tiennent la maison que tenait auparavant Domingo Juan",Colación de San Yuste*,Estantales/ Tripería Vieja,"une maison située près des Estantales, jouxtant de chaque côté des maisons du chapitre",,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,Fernández,María,,,,,,,,,,,,,1380,"En 1380, Marcos Martínez et María Fernández, sa femme, tiennent la maison que tenait auparavant Domingo Juan",Colación de San Yuste*,Estantales/ Tripería Vieja,"une maison située près des Estantales, jouxtant de chaque côté des maisons du chapitre",,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,González,Alfonso,,,,,,,,,criado de Gonzalo Alfonso Cervatos,abogado,,,1385,"Marcos Martínez a laissé la maison, qui a été prise, en 1385, par Alfonso González, criado de Gonzalo Alfonso, et Catalina Fernandez",Colación de San Yuste*,Estantales/ Tripería Vieja,"une maison située près des Estantales, jouxtant de chaque côté des maisons du chapitre",,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,Fernandez,Catalina,,,,,,,,,,,,,1385,"Marcos Martínez a laissé la maison, qui a été prise, en 1385, par Alfonso González, criado de Gonzalo Alfonso, et Catalina Fernandez",Colación de San Yuste*,Estantales/ Tripería Vieja,"une maison située près des Estantales, jouxtant de chaque côté des maisons du chapitre",,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,González,Alfonso,,,,,,,,,criado de Gonzalo Alfonso Cervatos,abogado,,,26/07/1385,"Le 26/07/1385, le chapitre baillle à Alfonso González, fils de Gonzalo Fernández, abogado, et criado de Gonzalo Alfonso Cervatos, et à Catalina Fernández, sa femme, une maison",Colación de San Yuste*,Estantales/ Tripería Vieja,située à la Cal que dicen de los Estantales (…) jouxtant une maison de (blanc) et la rue,,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,Fernandez,Catalina,,,,,,,,,,,,,26/07/1385,"Le 26/07/1385, le chapitre baillle à Alfonso González, fils de Gonzalo Fernández, abogado, et criado de Gonzalo Alfonso Cervatos, et à Catalina Fernández, sa femme, une maison",Colación de San Yuste*,Estantales/ Tripería Vieja,située à la Cal que dicen de los Estantales (…) jouxtant une maison de (blanc) et la rue,,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,González,Alfonso,,,,,,,,,criado de Gonzalo Alfonso Cervatos,abogado,,,15/08/1385,"En 1391, 1396, 1401 et 1408, aux Estantales, la maison que tenait auparavant Marcos Martínez et sa femme, est tenue par Alfonso González, criado de Gonzalo Alfonso Cervatos, et sa femme, Catalina Fernández, depuis le 15/08/1385",Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,Fernandez,Catalina,,,,,,,,,,,,,15/08/1385,"En 1391, 1396, 1401 et 1408, aux Estantales, la maison que tenait auparavant Marcos Martínez et sa femme, est tenue par Alfonso González, criado de Gonzalo Alfonso Cervatos, et sa femme, Catalina Fernández, depuis le 15/08/1385",Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,González,Alfonso,,,,,,,,,criado de Gonzalo Alfonso Cervatos,abogado,,,1391,"En 1391, 1396, 1401 et 1408, aux Estantales, la maison que tenait auparavant Marcos Martínez et sa femme, est tenue par Alfonso González, criado de Gonzalo Alfonso Cervatos, et sa femme, Catalina Fernández, depuis le 15/08/1385",Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,Fernandez,Catalina,,,,,,,,,,,,,1391,"En 1391, 1396, 1401 et 1408, aux Estantales, la maison que tenait auparavant Marcos Martínez et sa femme, est tenue par Alfonso González, criado de Gonzalo Alfonso Cervatos, et sa femme, Catalina Fernández, depuis le 15/08/1385",Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,González,Alfonso,,,,,,,,,criado de Gonzalo Alfonso Cervatos,abogado,,,1396,"En 1391, 1396, 1401 et 1408, aux Estantales, la maison que tenait auparavant Marcos Martínez et sa femme, est tenue par Alfonso González, criado de Gonzalo Alfonso Cervatos, et sa femme, Catalina Fernández, depuis le 15/08/1385",Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,Fernandez,Catalina,,,,,,,,,,,,,1396,"En 1391, 1396, 1401 et 1408, aux Estantales, la maison que tenait auparavant Marcos Martínez et sa femme, est tenue par Alfonso González, criado de Gonzalo Alfonso Cervatos, et sa femme, Catalina Fernández, depuis le 15/08/1385",Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,González,Alfonso,,,,,,,,,criado de Gonzalo Alfonso Cervatos,abogado,,,1401,"En 1391, 1396, 1401 et 1408, aux Estantales, la maison que tenait auparavant Marcos Martínez et sa femme, est tenue par Alfonso González, criado de Gonzalo Alfonso Cervatos, et sa femme, Catalina Fernández, depuis le 15/08/1385",Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,Fernandez,Catalina,,,,,,,,,,,,,1401,"En 1391, 1396, 1401 et 1408, aux Estantales, la maison que tenait auparavant Marcos Martínez et sa femme, est tenue par Alfonso González, criado de Gonzalo Alfonso Cervatos, et sa femme, Catalina Fernández, depuis le 15/08/1385",Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,González,Alfonso,,,,,,,,,criado de Gonzalo Alfonso Cervatos,abogado,,,1408,"En 1391, 1396, 1401 et 1408, aux Estantales, la maison que tenait auparavant Marcos Martínez et sa femme, est tenue par Alfonso González, criado de Gonzalo Alfonso Cervatos, et sa femme, Catalina Fernández, depuis le 15/08/1385",Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,Fernandez,Catalina,,,,,,,,,,,,,1408,"En 1391, 1396, 1401 et 1408, aux Estantales, la maison que tenait auparavant Marcos Martínez et sa femme, est tenue par Alfonso González, criado de Gonzalo Alfonso Cervatos, et sa femme, Catalina Fernández, depuis le 15/08/1385",Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,Martínez,Juan,de San Cebrián,,,,,bachiller,,,,,,,1412,"En 1412, la maison que tenait auparavant Alfonso González, criado de Gonzalo Alfonso Cervatos, est tenue par le chanoine Juan Martínez de San Cebrián, bachiller",Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,García,Diego,,,,,,,,,criado del canónigo Pablos García,,,,2/01/1415," Le 2/01/1415, le chapitre baille à Diego García, criado du chanoine Pablos García, une maison bodega auparavant tenue par Juan Martínez, bachiller (…) avec la caution d'Alfonso García, clérigo de Sonseca",Colación de San Yuste*,Estantales/ Tripería Vieja,"près de Fernand Sánchez, correero, jouxtant une bodega de ce Fernand Sánchez, et la rue, a do dicen los Estantales",,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,González,Teresa,,,,,,,,,,,,,1417,"Pour cette année 1417, Teresa González, qui était la femme d'Alfonso Bernial a payé le premier tiers 73 mrs. 2 cornados, et Diego González, pour le chanoine pour les deux autres tiers",Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,,don Gutierre,,,,,,arcediano de Guadalajara,,,,,,,1/01/1416,"En 1422, aux Estantales, la maison que tenait le chanoine bachiller, Juan Martínez, a été adjugée, depuis le 1/01/1416, à don Gutierre, archidiacre de Guadalajara",Colación de San Yuste*,Estantales/ Tripería Vieja,aux Estantales,,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,García,Gonzalo,,,,,,,,,carpintero,,,,16/05/1435,"Le 16/05/1435, le chapitre baille à Gonzalo García, carpintero, et María Rodríguez, sa femme, une maison (…) avec la caution de Pedro González, carpintero, demeurant au Baño del Cenizar, et de Juan García, carpintero, demeurant à S. Miguel, au Corral de don Remon",Colación de San Yuste*,Estantales/ Tripería Vieja,"une maison située a los Estantales, a la Triperia Vieja, jouxtant une maison de l'Église que tient Pedro de Jalopa (CH_AB_02), une maison de (blanc), et la rue, vacante par le décès d'Alfonso García, qui était curé de Sonseca",,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,Rodríguez,María,,,,,,,,,,,,,16/05/1435,"Le 16/05/1435, le chapitre baille à Gonzalo García, carpintero, et María Rodríguez, sa femme, une maison (…) avec la caution de Pedro González, carpintero, demeurant au Baño del Cenizar, et de Juan García, carpintero, demeurant à S. Miguel, au Corral de don Remon",Colación de San Yuste*,Estantales/ Tripería Vieja,"une maison située a los Estantales, a la Triperia Vieja, jouxtant une maison de l'Église que tient Pedro de Jalopa (CH_AB_02), une maison de (blanc), et la rue, vacante par le décès d'Alfonso García, qui était curé de Sonseca",,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,García,Gonzalo,,,,,,,,,carpintero,,,,16/05/1435,"En 1439, la maison que tenait auparavant Alfonso García, clérigo de Sonseca, est tenue par Gonzalo García, carpintero, au prix de 447 mrs. et 5 d., depuis le 16/05/1435",Colación de San Yuste*,Estantales/ Tripería Vieja,"Elle jouxte d'une part une maison de l'Église que tient Maestre Pedro (CH_AB_02) et de l'autre une maison de Fernand Ruiz, cerero, tributaire à l'Église (CH_AB_03)",,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,Martínez,don Alfonso,,,,,,tesorero de la Catedral de Toledo,,,,,,,18/04/1442,"Le 18/04/1442, le chapitre donne à cens, pour 60 mrs. de vieille monnaie, ou le double, au chanoine Alfonso Martínez, tesorero de l'Église, une maison",Colación de San Yuste,Estantales/ Tripería Vieja,"une maison située à la colación de S. Yuste, a los Estantales, jouxtant une maison du chapitre où demeure Maestre Pedro Jalopa, pedrero (CH_AB_02) et une maison de Fernand Ruiz, cerero, tributaire à l'Église (CH_AB_03). La maison en question ne rapportait rien por estar derrocada en el suelo",,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,Martínez,don Alfonso,,,,,,tesorero de la Catedral de Toledo,,,,,,,1443,"En 1443 et 1450, la maison que tenait Gonzalo García, carpintero, a été donnée à cens, le 18/04/1442 à don Alfonso Martínez, tesorero de l'Église",Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,Martínez,don Alfonso,,,,,,tesorero de la Catedral de Toledo,,,,,,,1450,"En 1443 et 1450, la maison que tenait Gonzalo García, carpintero, a été donnée à cens, le 18/04/1442 à don Alfonso Martínez, tesorero de l'Église",Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,García,Pedro,,,,,,,,,recuero,,,,21/08/1452,"Le 21/08/1452, la maison que tenait Alfonso Martínez, tesorero, jointive de la précédente (CH_AB_03) a été donnée à cens, pour 300 mrs. courants, à Pedro García, recuero",Colación de San Yuste*,Estantales/ Tripería Vieja,jointive de la précédente (CH_AB_03),,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,García,Diego,de Arévalo,,,,,,,,,,,,8/03/1457,"Le 8/03/1457, Pedro García, demande au chapitre l'autorisation de vendre la maison à Diego García de Arévalo. En 1472, Pedro Ramírez paie pour les héritiers de Diego García de Arévalo",Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,Ramírez,Alfonso,,,,,,,,,,,,,13/07/1481,"Le 13/07/1481, Alfonso Ramírez, fils et héritier de Diego de Arévalo, reconnaît le cens",Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,de Toro,Juan,,,,,,,,,mercador,,,,22/04/ 1482,"Le 22/04/ 1482, le chapitre autorise Alfonso Ramírez à vendre la maison à Juan de Toro, mercador, fils de Pedro de Toro",Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,de Toro,Juan,,,,,,,,,mercador,,,,1491,"En 1491, une maison précédemment tenue par Fernand Ruiz, sedero, est tenue par Juan de Toro",Colación de San Yuste*,Estantales/ Tripería Vieja,Elle jouxte des deux côtés des maisons de l'Église,,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,CH_AB_04,CH_AB_04,de San Pedro,Luis,,,,,,,,,,,,,9/05/1495,"Le 9/05/1495, la maison que tenaient les héritiers de Juan de Toro, mercador (…) a été adjugée à Luis de San Pedro",Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Estantales, calle de los. Calle del Locum. N°3",,,,,
T21-ESTANTALES -OLIVA,,CH_AB_05,,,,,,,,,,,,,,,,,,,"Quatre tiendas, aux Estantales, ou dans la Calle de la Tripería Vieja, au dessus du Corral de los Alfareros, disparues des listes après 1450.",,,,,,,
